date,trailing_pe,source
2022-01-01,23.11,Robert Shiller / Yale ie_data.xls — S&P 500 trailing P/E
2022-02-01,22.42,Robert Shiller / Yale ie_data.xls — S&P 500 trailing P/E
2022-03-01,22.19,Robert Shiller / Yale ie_data.xls — S&P 500 trailing P/E
2022-04-01,22.4,Robert Shiller / Yale ie_data.xls — S&P 500 trailing P/E
2022-05-01,20.81,Robert Shiller / Yale ie_data.xls — S&P 500 trailing P/E
2022-06-01,20.28,Robert Shiller / Yale ie_data.xls — S&P 500 trailing P/E
2022-07-01,20.53,Robert Shiller / Yale ie_data.xls — S&P 500 trailing P/E
2022-08-01,22.01,Robert Shiller / Yale ie_data.xls — S&P 500 trailing P/E
2022-09-01,20.57,Robert Shiller / Yale ie_data.xls — S&P 500 trailing P/E
2022-10-01,20.43,Robert Shiller / Yale ie_data.xls — S&P 500 trailing P/E
2022-11-01,22.06,Robert Shiller / Yale ie_data.xls — S&P 500 trailing P/E
2022-12-01,22.65,Robert Shiller / Yale ie_data.xls — S&P 500 trailing P/E
2023-01-01,22.82,Robert Shiller / Yale ie_data.xls — S&P 500 trailing P/E
2023-02-01,23.4,Robert Shiller / Yale ie_data.xls — S&P 500 trailing P/E
2023-03-01,22.66,Robert Shiller / Yale ie_data.xls — S&P 500 trailing P/E
2023-04-01,23.26,Robert Shiller / Yale ie_data.xls — S&P 500 trailing P/E
2023-05-01,23.14,Robert Shiller / Yale ie_data.xls — S&P 500 trailing P/E
2023-06-01,23.99,Robert Shiller / Yale ie_data.xls — S&P 500 trailing P/E
